doc_id,topic,text
d01_096,e-commerce analytics,"E-commerce analytics insights: checkout, conversion, session, funnel, LTV. This document discusses e-commerce analytics with practical examples and plain language for non‑experts."
d01_097,e-commerce analytics,"E-commerce analytics insights: SKU, A/B test, conversion, LTV, session. This document discusses e-commerce analytics with practical examples and plain language for non‑experts."
d01_098,e-commerce analytics,"E-commerce analytics insights: checkout, session, LTV, A/B test, conversion. This document discusses e-commerce analytics with practical examples and plain language for non‑experts."
d01_099,e-commerce analytics,"E-commerce analytics insights: cart, cohort, SKU, A/B test, funnel. This document discusses e-commerce analytics with practical examples and plain language for non‑experts."
d02_000,healthcare AI,"Healthcare ai insights: privacy, triage, risk score, EHR, imaging. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_001,healthcare AI,"Healthcare ai insights: risk score, clinical, radiology, EHR, imaging. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_002,healthcare AI,"Healthcare ai insights: telemedicine, clinical, radiology, triage, diagnosis. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_003,healthcare AI,"Healthcare ai insights: privacy, triage, HIPAA, clinical, telemedicine. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_004,healthcare AI,"Healthcare ai insights: privacy, diagnosis, telemedicine, HIPAA, radiology. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_005,healthcare AI,"Healthcare ai insights: telemedicine, risk score, radiology, EHR, privacy. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_006,healthcare AI,"Healthcare ai insights: risk score, HIPAA, clinical, privacy, triage. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_007,healthcare AI,"Healthcare ai insights: triage, risk score, HIPAA, telemedicine, imaging. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_008,healthcare AI,"Healthcare ai insights: EHR, triage, telemedicine, clinical, risk score. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_009,healthcare AI,"Healthcare ai insights: diagnosis, HIPAA, risk score, clinical, EHR. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_010,healthcare AI,"Healthcare ai insights: triage, radiology, risk score, diagnosis, imaging. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_011,healthcare AI,"Healthcare ai insights: clinical, HIPAA, imaging, triage, EHR. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_012,healthcare AI,"Healthcare ai insights: imaging, clinical, risk score, diagnosis, HIPAA. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_013,healthcare AI,"Healthcare ai insights: radiology, triage, telemedicine, diagnosis, EHR. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_014,healthcare AI,"Healthcare ai insights: privacy, HIPAA, triage, clinical, diagnosis. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_015,healthcare AI,"Healthcare ai insights: HIPAA, clinical, triage, radiology, telemedicine. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_016,healthcare AI,"Healthcare ai insights: risk score, clinical, diagnosis, privacy, telemedicine. This document discusses healthcare AI with practical examples and plain language for non‑experts."
d02_017,healthcare AI,"Healthcare ai insights: EHR, privacy, telemedicine, HIPAA, diagnosis. This document discusses healthcare AI with practical examples and plain language for non‑experts."
